"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN","TOBS"
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-14","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-15","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-16","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-17","0.29",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-18","0.10",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-19","0.60",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-20","0.16",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-21","0.07",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-22","0.76",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-05-23","0.12",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-03",,,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-04","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-05","0.64",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-06","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-07","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-08","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-09","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-10","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-11","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-12","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-13","0.53",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-14","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-15","0.06",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-16","0.90",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-17","0.02",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-18","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-19","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-21",,,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-22","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-23","0.06",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-24","0.23",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-25","0.22",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-26","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-27","1.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-28","0.41",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-29","0.28",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-06-30","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-01","0.07",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-02","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-03","0.74",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-04","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-05","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-06","0.08",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-07","0.02",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-08","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-09","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-10","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-11","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-12","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-13","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-14","0.21",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-15","0.05",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-16","0.05",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-17","0.50",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-18","0.15",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-19","1.64",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-21","0.06",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-22","0.14",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-23","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-24","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-25","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-26","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-27","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-28","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-29","0.05",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-30","0.08",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-07-31","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-01","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-02","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-03","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-04","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-05","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-06","0.04",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-07","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-08","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-09","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-10","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-11","0.14",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-12","0.08",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-13","0.31",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-14","0.15",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-15","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-16","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-17","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-18","1.10",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-19","0.92",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-20","0.41",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-21","0.27",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-22","0.02",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-23","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-24","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-25","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-26","0.10",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-27","0.93",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-08-28","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-08",,,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-09","0.13",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-10","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-11","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-12","0.54",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-13","1.33",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-14","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-15","0.82",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-16","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-17","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-18","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-19","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-20","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-21","0.03",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-22","0.36",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-23","0.58",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-24","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-25","0.09",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-26","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-27","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-28","1.70",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-29","0.49",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-09-30","0.09",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-01","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-02","0.07",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-03","1.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-04","0.01",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-05","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-06","0.38",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-07","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-08","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-09","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-10","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-11","0.59",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-12","0.63",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-13","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-14","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-15","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-16","0.02",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-17","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-18","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-19","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-20","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-21","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-22","0.08",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-23","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-24","0.08",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-25","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-26","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-27","2.85",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-28","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-29","0.17",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-10-31",,,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-11-03",,,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-11-04","0.01",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-11-05","0.00",,,,
"US1ILDP0098","41.784","-88.0168","229.5","2019-11-06","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-01","0.82",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-02","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-03","0.03",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-04","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-05","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-06","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-07","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-08","0.35",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-09","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-10","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-11","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-12","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-13","0.28",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-14","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-15","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-16","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-17","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-18","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-19","0.27",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-20","0.15",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-21","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-22","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-23","0.38",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-24","0.11",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-25","0.01",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-26","0.07",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-27","0.09",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-28","0.66",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-29","0.20",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-30","0.01",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-01-31","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-01","0.12",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-02","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-03","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-04","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-05","0.07",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-06","0.46",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-07","0.34",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-08","0.12",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-09","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-10","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-11","0.10",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-12","0.62",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-13","0.15",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-14","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-15","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-16","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-17","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-18","0.17",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-19","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-20","0.08",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-21","0.06",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-22","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-23","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-24","0.63",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-25","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-26","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-27","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-02-28","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-01","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-02","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-03","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-04","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-05","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-06","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-07","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-08","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-09","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-10","0.49",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-11","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-12","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-13","0.24",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-14","0.34",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-15","0.28",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-16","0.03",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-17","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-18","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-19","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-20","0.07",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-21","0.42",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-22","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-23","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-24","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-25","0.10",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-26","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-27","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-28","0.17",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-29","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-30","0.93",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-03-31","0.01",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-01","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-02","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-03","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-04","0.14",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-05","0.16",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-06","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-07","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-08","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-09","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-10","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-11","0.07",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-12","0.48",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-13","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-14","0.19",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-15","0.92",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-16","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-17","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-18","0.31",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-19","0.28",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-20","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-21","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-22","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-23","0.40",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-24","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-25","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-26","0.07",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-27","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-28","1.13",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-29","0.53",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-04-30","1.16",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-01","2.19",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-02","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-03","0.43",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-04","0.03",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-05","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-06","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-07","0.17",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-08","0.07",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-09","1.60",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-10","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-11","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-12","0.14",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-13","0.17",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-14","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-15","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-16","0.00",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-17","0.69",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-18","0.10",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-19","0.34",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-20","0.04",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-21","0.21",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-22","1.10",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-23","0.14",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-24","0.03",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-25","0.02",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-26","0.05",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-27","0.08",,,,
"US1ILCK0306","41.6155","-87.7507","199.3","2019-05-28","1.39",,,,
